ApplNo,device_sort_index,device_name,objectName,SetDeviceInstallationLocation,description,node_name,node_id,node_type,OccSens_En,instanceNumber,node_sort_index,node_path_index,id,site_id,RS485_Baudrate,RS485_Address,RS485_BusProtokoll,AI_Cnfg,Vmin_m3h,EnableAirQualityIndication,SetCo2LimitGoodAirQuality,SetCo2LimitModerateAirQuality,SetControlMode,VmaxH_m3h,VmaxC_m3h,Vnom_m3h,Damp_RotDir,Temp_Sp_H_Shift_ECO,Temp_Sp_C_Shift_ECO,POnMode,DmpPos_OFF,Temp_Max,Temp_Min,CO2_Calib_Min,CO2_Calib_Max,p_dep_mode,Act_SyncPos,dp_at_Vnom_Cal,SetBacnetWatchdogTimeout
2.0,0.0,12345,ZoneEase VAV,Device Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,CVAV-PID-E,f2977335-2a79-43d9-8f3e-5e6a4e1ab37f,ROOM,0.0,1.0,0.0,0.0,24676.0,10564.0,2.0,1.0,0.0,1.0,578.0,0.0,1000.0,1500.0,1.0,2400.0,2400.0,2600.0,0.0,4.0,4.0,1.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,180.0,120.0
2.0,30.0,6-19-028-DVS-350/2043,8FLR/AHU3/VAV6,AHU-3,DVS-350,N.A,9ee34137-e385-43bf-9574-951eea3c7a3b,ROOM,0.0,832.0,0.0,0.0,2364.0,1491.0,2.0,32.0,1.0,2.0,714.0,1.0,1000.0,1500.0,1.0,3570.0,3570.0,5440.0,1.0,0.0,0.0,3.0,1.0,28.0,18.0,0.0,0.0,1.0,1.0,164.0,120.0
2.0,20.0,R-VAV - 27,VAV,VAV,VAV,AHU-01,0a767575-7131-4acc-a38c-4e893a7a5b32,ROOM,0.0,124.0,0.0,0.0,24416.0,10528.0,2.0,24.0,1.0,1.0,280.3,1.0,1000.0,1500.0,1.0,1699.0,1699.0,2718.4,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,193.0,120.0
2.0,0.0,VAV-PID-175,VAV10,VAV-10,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-10,999b859e-b356-4851-bcd3-e5dbfddc7918,ROOM,0.0,1010.0,9.0,0.0,27251.0,11720.0,3.0,10.0,1.0,1.0,127.4,1.0,1000.0,1500.0,1.0,849.5,849.5,934.5,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,0.0,VAV-PID-200,VAV-17,AHU-2,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-17,d5c4b01a-f67c-4aae-9036-38a9917a7bae,ROOM,0.0,17.0,16.0,0.0,16891.0,7607.0,3.0,17.0,1.0,1.0,193.7,1.0,1000.0,1500.0,1.0,1291.2,1291.2,1420.4,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,0.0,Level G VAV 23,ZoneEase,Level G,ZoneEase VAV,Zone 23,e7245a1f-d0f6-43f0-9858-e3994d355cc1,ROOM,0.0,23.0,22.0,0.0,20353.0,6310.0,2.0,23.0,1.0,1.0,250.0,1.0,1000.0,1500.0,1.0,600.0,600.0,0.0,,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,0.0,120.0
2.0,0.0,VAV-PID-125,VAV44,VAV-44,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,VAV-44,03c14086-5997-4930-ac6b-18c6e2da966e,ROOM,0.0,1044.0,43.0,0.0,24860.0,10719.0,3.0,44.0,1.0,1.0,38.7,1.0,1000.0,1500.0,1.0,258.2,258.2,284.1,1.0,0.0,0.0,3.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,373.3,120.0
2.0,19.0,1A_19F_V6_35,1A_19F_V6_35,1A_19F_94,V6_VAV_5000_06,D,e1c45c71-ec40-4954-957a-754db5ea1508,ROOM,0.0,2119094.0,3.0,0.0,16588.0,7477.0,2.0,94.0,1.0,4.0,112.0,1.0,1000.0,1500.0,1.0,763.0,763.0,763.0,0.0,3.0,3.0,2.0,0.0,28.0,18.0,0.0,2000.0,1.0,1.0,103.0,60.0
2.0,7.0,89-CCS-03-UGF-TFA-12-VAV-02,ZoneEase VAV,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,Fresh Air Riser,fb8eb7c8-3250-484f-a6c4-54e318dfc205,ROOM,0.0,93.0,0.0,0.0,23685.0,10202.0,2.0,93.0,1.0,2.0,850.0,1.0,1000.0,1500.0,,5440.0,5440.0,5797.0,0.0,4.0,4.0,2.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,168.0,120.0
2.0,0.0,CDB-5,7F-A2-VAV-11,Location,ZoneEase VAV Room Comfort Cnt. Solution incl. VAV and CO2 Cnt.,7F-A2-VAV-11,3fdb4297-cc79-42a5-ae10-d6c41dbb5d03,ROOM,0.0,7011.0,10.0,0.0,25654.0,11066.0,2.0,11.0,1.0,2.0,168.3,1.0,800.0,1250.0,1.0,561.0,561.0,646.0,1.0,4.0,4.0,3.0,1.0,28.0,18.0,0.0,2000.0,1.0,1.0,109.0,120.0
2.0,0.0,VAV 03,VAV 03,A-01GF,CR-VAV-L0-03,VAV 03,fd029926-5346-4ae8-babd-4e2ca468dd1d,ROOM,0.0,1003.0,2.0,0.0,13643.0,6210.0,1.0,3.0,1.0,1.0,900.4757346,1.0,1000.0,1500.0,1.0,9004.757346,9004.757346,9905.233081,0.0,4.0,4.0,2.0,1.0,30.0,16.0,0.0,2000.0,1.0,1.0,70.0,120.0
2.0,0.0,VAV PID-250,67,VAV-67,0,VAV-67,b473dd7b-72f6-4a3e-8387-0e2745ec88ff,ROOM,0.0,67.0,66.0,0.0,4480.0,2359.0,3.0,67.0,1.0,2.0,187.0,1.0,1000.0,1500.0,1.0,1870.0,1870.0,2057.0,1.0,0.0,5.0,3.0,0.0,30.0,18.0,0.0,2000.0,1.0,1.0,360.0,120.0
2.0,15.0,VAV-63,VAV-63,VAV-63,AHU-4,AHU-4,6826ecb1-bde4-4a80-b9ab-c698d6be7564,ROOM,0.0,7063.0,3.0,0.0,15177.0,6897.0,1.0,62.0,1.0,1.0,40.8,1.0,1000.0,1500.0,1.0,407.8,407.8,765.0,0.0,4.0,4.0,1.0,1.0,30.0,16.0,0.0,2000.0,1.0,1.0,147.0,120.0
